,strategy,gov_policy,n_cases,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
143,S4,test_based_TTI,20000,0.9690852031670322,3.8906,622.6139999999999,85.434,58.44,9263.856,466.872,228.576,102.4500656344376,19.555709985519954
144,S4,test_based_TTI,30000,0.9895225982881735,3.875166666666667,605.0039999999999,84.536,57.791999999999994,9034.424,465.02000000000004,226.824,100.73211251554069,18.721175689879967
145,S4,test_based_TTI,30000,0.9733793608119995,3.8763666666666667,578.412,84.572,57.572,8720.431999999999,465.164,228.78400000000002,101.216263244947,18.358213457614376
146,S4,test_based_TTI,40000,0.9834625024493735,3.8901,596.484,81.981,57.981,8950.536,466.812,229.24800000000002,100.55073098651664,18.997768719560188
147,S4,test_based_TTI,40000,1.0050828236292075,3.873675,580.338,79.551,57.435,8693.076000000001,464.841,228.774,97.64192248284427,17.81513868165277
148,S4,test_based_TTI,50000,0.9869964408837157,3.8765,593.4168000000001,82.3128,57.873599999999996,8876.0784,465.18,228.7056,99.6106008365771,18.424226257378862
149,S4,test_based_TTI,50000,0.976675981163351,3.83796,593.3256,81.228,57.6648,8886.192,460.55519999999996,224.5752,100.29461015509052,18.484272105308904
150,S4,test_based_TTI_test_contacts,10000,1.0058940320881902,3.8827,621.432,73.96799999999999,543.036,3144.576,465.924,227.47199999999998,99.34126631869553,18.40344983072206
151,S4,test_based_TTI_test_contacts,10000,1.005649767838719,3.8653,615.3000000000001,96.336,541.104,3084.192,463.836,226.00799999999998,97.74986499775756,19.40016286159662
152,S4,test_based_TTI_test_contacts,20000,0.9858321309517983,3.8781,558.0600000000001,77.85600000000001,495.228,3006.3360000000002,465.37199999999996,230.964,98.84894589454935,17.259198391236097
153,S4,test_based_TTI_test_contacts,20000,0.9862446069626855,3.9012,603.942,80.898,532.716,3154.692,468.14399999999995,229.2,101.4035992806071,19.191047883872024
154,S4,test_based_TTI_test_contacts,30000,0.993195017635218,3.8966666666666665,605.908,81.764,533.78,3068.984,467.59999999999997,229.212,100.469625525235,18.734972358540418
155,S4,test_based_TTI_test_contacts,30000,0.9754658313817312,3.8468666666666667,590.268,80.196,521.884,3056.96,461.624,227.692,98.17148103037219,18.704619203821572
156,S4,test_based_TTI_test_contacts,40000,0.9985654870881839,3.9194,609.558,82.059,536.124,3103.86,470.328,231.73499999999999,99.8303787423757,18.93476280704373
157,S4,test_based_TTI_test_contacts,40000,1.0071199695728303,3.88715,599.586,84.663,528.5490000000001,3053.994,466.458,228.69,97.87054393899274,19.043059712269315
